exception_id,event_id,error_message,exception_type,exception_category,exception_sub_category,source_system,times_replayed,trace,resolution,stacktrace
650e8400-e29b-41d4-a716-446655440001,EVT-H001,Unsupported event type 'TRANSFER' not in allowed list,ValidationException,VALIDATION,INVALID_EVENT,ATLAS,8,java.lang.IllegalArgumentException: Invalid event type,"Root cause: ATLAS system sending unsupported event types. Resolution: Added TRANSFER to allowed event types list in trade-ingestion-service configuration. Updated schema validation to accept new event type. No code changes needed.","java.lang.IllegalArgumentException: Invalid event type: TRANSFER
650e8400-e29b-41d4-a716-446655440019,EVT-H019,Quantity mismatch between trade sides: Buy=1000 Sell=1500,BusinessException,BUSINESS_LOGIC,DATA_CONSISTENCY_ERROR,trade-ingestion-service,12,com.trading.exception.TradeBalanceException,"Root cause: Data corruption in multi-leg trade processing. Resolution: Implemented strict trade balance validation. Multi-leg trades must have matching quantities across all legs. Added reconciliation check before persistence. Unbalanced trades are rejected with detailed error showing mismatches. Implemented transaction rollback for consistency.","com.trading.exception.TradeBalanceException: Trade sides do not balance - Buy side: 1000, Sell side: 1500, Difference: 500
	at com.trading.validation.TradeBalanceValidator.validate(TradeBalanceValidator.java:156)
	at com.trading.processor.MultiLegTradeProcessor.process(MultiLegTradeProcessor.java:234)
	at com.trading.service.TradeService.processMultiLegTrade(TradeService.java:189)
	at com.trading.ingestion.TradeIngestionService.ingest(TradeIngestionService.java:123)
	at org.springframework.aop.framework.CglibAopProxy$DynamicAdvisedInterceptor.intercept(CglibAopProxy.java:689)"
650e8400-e29b-41d4-a716-446655440020,EVT-H020,External market data feed disconnected,InfrastructureException,INFRASTRUCTURE,CONNECTION_FAILURE,trade-consumer-service,30,java.io.IOException: Connection reset by peer,"Root cause: Market data provider network instability. Resolution: Implemented automatic reconnection with exponential backoff. Added failover to backup market data feed. Use cached prices during disconnection with staleness indicators. Alert operations team if disconnection exceeds 5 minutes. Implemented heartbeat monitoring.","java.io.IOException: Connection reset by peer
	at java.net.SocketInputStream.read(SocketInputStream.java:209)
	at java.net.SocketInputStream.read(SocketInputStream.java:141)
	at com.trading.marketdata.FeedClient.readData(FeedClient.java:234)
	at com.trading.marketdata.MarketDataService.consumeFeed(MarketDataService.java:189)
	at com.trading.service.PricingService.subscribeToMarketData(PricingService.java:123)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1149)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:624)"
650e8400-e29b-41d4-a716-446655440021,EVT-H021,Authorization failed: user lacks permission for AMEND operation,SecurityException,SECURITY,AUTHORIZATION_FAILURE,trade-ingestion-service,2,org.springframework.security.access.AccessDeniedException,"Root cause: User role not granted AMEND permission in authorization service. Resolution: Updated RBAC configuration to grant TRADER role AMEND permission. Implemented fine-grained permissions per operation type. Added clear error messages indicating required permissions. Created self-service portal for permission requests with approval workflow.","org.springframework.security.access.AccessDeniedException: Access is denied - User 'trader123' lacks permission for operation: AMEND_TRADE
	at org.springframework.security.access.vote.AffirmativeBased.decide(AffirmativeBased.java:84)
	at com.trading.security.AuthorizationService.checkPermission(AuthorizationService.java:156)
	at com.trading.service.TradeService.amendTrade(TradeService.java:234)
	at com.trading.processor.AmendEventProcessor.process(AmendEventProcessor.java:123)
	at com.trading.api.TradeController.handleAmend(TradeController.java:189)
	at org.springframework.security.access.intercept.aopalliance.MethodSecurityInterceptor.invoke(MethodSecurityInterceptor.java:69)"
650e8400-e29b-41d4-a716-446655440022,EVT-H022,FX rate lookup failed for currency pair EUR/JPY,BusinessException,BUSINESS_LOGIC,MISSING_REFERENCE_DATA,trade-ingestion-service,14,com.trading.exception.FxRateNotFoundException,"Root cause: FX rate service missing rates for exotic currency pairs during off-market hours. Resolution: Implemented rate caching with 24-hour retention. Use last known rate with staleness indicator during lookup failures. Added fallback to ECB published rates. For critical trades, park and retry during market hours when live rates available.","com.trading.exception.FxRateNotFoundException: FX rate not available for currency pair: EUR/JPY at timestamp: 2025-01-15T03:30:00Z
	at com.trading.service.FxRateService.getRate(FxRateService.java:189)
	at com.trading.calculation.FxConverter.convert(FxConverter.java:123)
	at com.trading.processor.TradeEnrichmentProcessor.convertToBaseCurrency(TradeEnrichmentProcessor.java:234)
	at com.trading.ingestion.TradeIngestionService.enrich(TradeIngestionService.java:156)
	at org.springframework.cache.interceptor.CacheInterceptor.invoke(CacheInterceptor.java:345)"
650e8400-e29b-41d4-a716-446655440023,EVT-H023,Memory allocation failed: OutOfMemoryError in trade aggregation,InfrastructureException,INFRASTRUCTURE,RESOURCE_EXHAUSTION,trade-consumer-service,1,java.lang.OutOfMemoryError,"Root cause: Trade aggregation job loading entire day's trades into memory. Resolution: Implemented streaming aggregation with fixed memory footprint. Process trades in micro-batches of 1000. Increased JVM heap from 2GB to 8GB. Added memory monitoring and GC tuning. Implemented spill-to-disk for large aggregations.","java.lang.OutOfMemoryError: Java heap space
	at java.util.ArrayList.grow(ArrayList.java:237)
	at java.util.ArrayList.ensureCapacityInternal(ArrayList.java:189)
	at com.trading.aggregation.TradeAggregator.aggregateByCounterparty(TradeAggregator.java:234)
	at com.trading.service.ReportingService.generateEndOfDayReport(ReportingService.java:156)
	at com.trading.scheduler.ReportingScheduler.runEndOfDayReports(ReportingScheduler.java:89)
	at org.springframework.scheduling.support.ScheduledMethodRunnable.run(ScheduledMethodRunnable.java:84)"
650e8400-e29b-41d4-a716-446655440024,EVT-H024,Trade date is in the future: trade_date=2025-12-31 current=2025-01-15,BusinessException,BUSINESS_LOGIC,INVALID_BUSINESS_DATA,ATLAS,9,com.trading.exception.InvalidDateException,"Root cause: Upstream system clock skew or manual date override errors. Resolution: Implemented business date validation with configurable tolerance (max 2 business days in future for forward trades). Reject trades with dates beyond tolerance. Added time synchronization checks between systems. Alert operations for systematic clock skew issues.","com.trading.exception.InvalidDateException: Trade date cannot be in the future: trade_date=2025-12-31, current_date=2025-01-15
	at com.trading.validation.DateValidator.validateTradeDate(DateValidator.java:123)
	at com.trading.model.Trade.setTradeDate(Trade.java:189)
	at com.trading.processor.TradeValidationProcessor.validateDates(TradeValidationProcessor.java:234)
	at com.trading.ingestion.TradeIngestionService.process(TradeIngestionService.java:156)
	at org.springframework.validation.beanvalidation.MethodValidationInterceptor.invoke(MethodValidationInterceptor.java:123)"
650e8400-e29b-41d4-a716-446655440025,EVT-H025,Retry limit exceeded for trade TRD-77777 after 50 attempts,InfrastructureException,INFRASTRUCTURE,RETRY_EXHAUSTED,trade-consumer-service,50,com.trading.exception.RetryExhaustedException,"Root cause: Persistent downstream service failure preventing trade processing. Resolution: Implemented exponential backoff with jitter. Max retry count set to 10 with manual intervention required beyond that. Failed trades moved to error queue for investigation. Added circuit breaker to prevent cascade failures. Implemented health check before retry attempts.","com.trading.exception.RetryExhaustedException: Retry limit exceeded for trade TRD-77777: attempts=50, max=50, last_error=Connection refused
	at com.trading.retry.RetryHandler.executeWithRetry(RetryHandler.java:234)
	at com.trading.service.TradeService.persistTrade(TradeService.java:189)
	at com.trading.processor.TradePersistenceProcessor.process(TradePersistenceProcessor.java:123)
	at org.springframework.retry.support.RetryTemplate.doExecute(RetryTemplate.java:329)
	at org.springframework.kafka.listener.adapter.RetryingMessageListenerAdapter.onMessage(RetryingMessageListenerAdapter.java:156)"
650e8400-e29b-41d4-a716-446655440026,EVT-H026,SSL certificate expired for downstream service,InfrastructureException,INFRASTRUCTURE,SECURITY_ERROR,trade-ingestion-service,5,javax.net.ssl.SSLHandshakeException,"Root cause: SSL certificate for settlement service expired. Resolution: Renewed SSL certificate and deployed to all environments. Implemented certificate expiry monitoring with 30-day advance alerts. Added automated certificate renewal process. Created runbook for emergency certificate updates. Reviewed all service certificates and standardized renewal process.","javax.net.ssl.SSLHandshakeException: PKIX path validation failed: java.security.cert.CertPathValidatorException: validity check failed
	at sun.security.ssl.Alert.createSSLException(Alert.java:131)
	at sun.security.ssl.TransportContext.fatal(TransportContext.java:349)
	at com.trading.client.SettlementServiceClient.callService(SettlementServiceClient.java:234)
	at com.trading.service.SettlementService.createObligation(SettlementService.java:156)
	at com.trading.processor.SettlementProcessor.process(SettlementProcessor.java:89)
	at org.springframework.web.client.RestTemplate.doExecute(RestTemplate.java:745)"
650e8400-e29b-41d4-a716-446655440027,EVT-H027,Circular reference detected in trade allocation chain,BusinessException,BUSINESS_LOGIC,DATA_CONSISTENCY_ERROR,trade-ingestion-service,7,com.trading.exception.CircularReferenceException,"Root cause: Data corruption in allocation hierarchy causing circular parent-child relationships. Resolution: Implemented graph cycle detection algorithm. Reject allocations that would create cycles. Added referential integrity checks. Implemented allocation chain validation before persistence. Created cleanup job to identify and fix existing circular references in database.","com.trading.exception.CircularReferenceException: Circular reference detected in allocation chain: TRD-A100 -> TRD-A200 -> TRD-A300 -> TRD-A100
	at com.trading.validation.AllocationValidator.detectCycles(AllocationValidator.java:189)
	at com.trading.service.AllocationService.validateAllocationChain(AllocationService.java:234)
	at com.trading.processor.AllocationProcessor.process(AllocationProcessor.java:123)
	at com.trading.ingestion.TradeIngestionService.processAllocation(TradeIngestionService.java:156)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:186)"
650e8400-e29b-41d4-a716-446655440028,EVT-H028,Message size exceeds Kafka limit: 5.2MB > 1MB,ValidationException,VALIDATION,MESSAGE_TOO_LARGE,ATLAS,3,org.apache.kafka.common.errors.RecordTooLargeException,"Root cause: Trade messages with large embedded payloads (full order books or large attachments). Resolution: Implemented message size validation at producer. Large payloads stored in S3 with reference in Kafka message. Increased Kafka max.message.bytes to 2MB for legitimate large trades. Added compression for message payloads. Created guidance for upstream teams on message size limits.","org.apache.kafka.common.errors.RecordTooLargeException: The message is 5452389 bytes when serialized which is larger than the maximum request size you have configured with the max.request.size configuration (1048576 bytes)
	at org.apache.kafka.clients.producer.KafkaProducer.doSend(KafkaProducer.java:949)
	at org.apache.kafka.clients.producer.KafkaProducer.send(KafkaProducer.java:885)
	at com.trading.kafka.ProducerService.sendMessage(ProducerService.java:123)
	at com.trading.service.EventPublisher.publishTradeEvent(EventPublisher.java:89)
	at com.trading.ingestion.TradeIngestionService.publishToDownstream(TradeIngestionService.java:234)"
650e8400-e29b-41d4-a716-446655440029,EVT-H029,Regulatory reporting validation failed: missing LEI code,BusinessException,BUSINESS_LOGIC,REGULATORY_VALIDATION_ERROR,trade-ingestion-service,11,com.trading.exception.RegulatoryValidationException,"Root cause: Counterparties without valid Legal Entity Identifier (LEI) codes. Resolution: Implemented LEI validation against GLEIF database. Reject trades for counterparties without valid LEI. Added LEI lookup service with caching. Created process for onboarding team to ensure LEI captured during counterparty setup. Implemented exemption workflow for non-regulated counterparties.","com.trading.exception.RegulatoryValidationException: Regulatory validation failed - Missing required LEI code for counterparty: CP-98765
	at com.trading.compliance.RegulatoryValidator.validateLEI(RegulatoryValidator.java:234)
	at com.trading.compliance.ComplianceService.validateTrade(ComplianceService.java:156)
	at com.trading.processor.ComplianceCheckProcessor.process(ComplianceCheckProcessor.java:89)
	at com.trading.ingestion.TradeIngestionService.runComplianceChecks(TradeIngestionService.java:234)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:186)"
